성취기준코드,학년군,교과,영역,성취기준,성취수준A,성취수준B,성취수준C,탐구 활동,원문쪽
[6수01-11],초등 5~6학년군,수학,수와 연산,분수의 나눗셈의 계산 원리를 탐구하고 그 계산을 할 수 있다.,"‘(분수)÷(자연수)’, ‘(자연수)÷(분수)’, ‘(분수)÷(분수)’를 계산하고, 그 계산 원리를 설명할 수 있다.","‘(분수)÷(자연수)’, ‘(자연수)÷(분수)’, ‘(분수)÷(분수)’의 계산 원리를 탐구하고, 그 계산을 할 수 있다.","안내된 절차에 따라 간단한 ‘(분수)÷(자연수)’, ‘(자연수)÷(분수)’, ‘(분수)÷(분수)’의 계산을 할 수 있다.",,71
[6수01-12],초등 5~6학년군,수학,수와 연산,분수와 소수의 관계를 이해하고 크기를 비교하며 그 방법을 설명할 수 있다.,"분수와 소수의 관계에 대한 이해를 바탕으로 여러 가지 방법으로 분수와 소수의 크기를 비교하고, 그 방법을 설명할 수 있다.","분수를 소수로, 소수를 분수로 나타내고, 분수와 소수의 크기를 비교할 수 있다.","안내된 절차에 따라 분수를 소수로, 소수를 분수로 나타내고, 간단한 분수와 소수의 크기를 비교할 수 있다.",,71
[6수01-13],초등 5~6학년군,수학,수와 연산,소수의 곱셈의 계산 원리를 탐구하고 그 계산을 할 수 있다.,"‘(소수)×(자연수)’, ‘(자연수)×(소수)’, ‘(소수)×(소수)’를 계산하고, 계산 결과가 타당한지를 어림을 이용하여 설명할 수 있다.","‘(소수)×(자연수)’, ‘(자연수)×(소수)’, ‘(소수)×(소수)’의 계산 원리를 탐구하고, 그 계산을 할 수 있다.","안내된 절차에 따라 간단한 ‘(소수)×(자연수)’, ‘(자연수)×(소수)’, ‘(소수)×(소수)’의 계산을 할 수 있다.",,72
[6수01-14],초등 5~6학년군,수학,수와 연산,‘(자연수)÷(자연수)’에서 나눗셈의 몫을 소수로 나타낼 수 있다.,"‘(자연수)÷(자연수)’에서 나눗셈의 몫을 소수로 나타내고, 그 방법을 설명할 수 있다.",‘(자연수)÷(자연수)’에서 나눗셈의 몫을 소수로 나타낼 수 있다.,안내된 절차에 따라 간단한 ‘(자연수)÷(자연수)’에서 나눗셈의 몫을 소수로 나타낼 수 있다.,,72
[6수01-15],초등 5~6학년군,수학,수와 연산,소수의 나눗셈의 계산 원리를 탐구하고 그 계산을 할 수 있다.,"‘(소수)÷(자연수), ‘(자연수)÷(소수)’, ‘(소수)÷(소수)’를 계산하고, 계산 결과가 타당한지를 어림을 이용하여 설명할 수 있다.","‘(소수)÷(자연수)’, ‘(자연수)÷(소수)’, ‘(소수)÷(소수)’의 계산 원리를 탐구하고, 그 계산을 할 수 있다.","안내된 절차에 따라 간단한 ‘(소수)÷(자연수)’, ‘(자연수)÷(소수)’, ‘(소수)÷(소수)’를 계산할 수 있다.",,72
[6수02-01],초등 5~6학년군,수학,변화와 관계,"한 양이 변할 때 다른 양이 그에 종속하여 변하는 대응 관계를 나타낸 표에서 규칙을 찾아 설명하고, □, △ 등을 사용하여 식으로 나타낼 수 있다.","대응 관계를 나타낸 표에서 규칙을 찾아 □, △ 등을 사용하여 식으로 나타내고, 그 방법과 수학적 표현의 편리함을 설명할 수 있다.","대응 관계를 나타낸 표에서 규칙을 찾아 □, △ 등을 사용한 식으로 나타내고, 그 과정에서 수학적 표현의 편리함을 안다.","안내된 절차에 따라 대응 관계를 나타낸 표에서 규칙을 찾고, □, △ 등을 사용한 식을 완성할 수 있다.",,72
[6수02-02],초등 5~6학년군,수학,변화와 관계,"두 양의 크기를 비교하는 상황을 통해 비의 개념을 이해하고, 두 양의 관계를 비로 나타낼 수 있다.","비가 적용되는 간단한 상황에서 두 양의 크기를 비교하여 비로 나타내고, 그 과정에서 수학의 유용성을 인식한다.","비의 개념을 이해하고, 두 양의 크기를 비교하여 비로 나타낼 수 있다.",안내된 절차에 따라 두 양의 크기를 비교하여 비로 나타낼 수 있다.,,73
[6수02-03],초등 5~6학년군,수학,변화와 관계,"비율을 이해하고, 비율을 분수, 소수, 백분율로 나타낼 수 있다.","비가 적용되는 간단한 상황에서 비율을 분수, 소수, 백분율로 나타내고, 그 과정에서 수학의 유용성을 인식한다.","비율의 의미를 이해하고, 비율을 분수, 소수, 백분율로 나타낼 수 있다.","안내된 절차에 따라 간단한 비율을 분수, 소수, 백분율로 나타낼 수 있다.",,73
[6수02-04],초등 5~6학년군,수학,변화와 관계,"비례식을 알고, 그 성질을 이해하며, 이를 활용하여 간단한 비례식을 풀 수 있다.","비례식의 성질에 대한 이해를 바탕으로 비례식을 풀고, 그 방법을 설명할 수 있다.",비례식의 성질에 대한 이해를 바탕으로 간단한 비례식을 풀 수 있다.,"비례식을 알고, 안내된 절차에 따라 간단한 비례식을 풀 수 있다.",,73
[6수02-05],초등 5~6학년군,수학,변화와 관계,"비례배분을 알고, 주어진 양을 비례배분 할 수 있다.","비례배분에 대한 이해를 바탕으로 실생활 상황에서 주어진 양을 비례배분하고, 그 방법을 설명할 수 있다.","비례배분을 알고, 주어진 양을 비례배분 할 수 있다.","비례배분을 알고, 안내된 절차에 따라 간단한 비례배분을 할 수 있다.",,73
[6수03-01],초등 5~6학년군,수학,도형과 측정,"도형의 합동을 이해하고, 합동인 도형의 성질을 탐구하고 설명할 수 있다.","도형의 합동의 의미와 합동인 도형의 성질을 설명하고, 실생활에서 찾은 합동인 도형의 예에서 수학의 아름다움을 느낀다.","도형의 합동을 이해하고, 합동인 도형의 성질을 탐구하며, 그 과정에서 수학의 아름다움을 느낀다.","합동인 도형을 찾고, 직접 포개어 보는 활동을 통하여 합동인 도형에서 대응점, 대응변, 대응각을 찾을 수 있다.",,74
[6수03-02],초등 5~6학년군,수학,도형과 측정,실생활과 연결하여 선대칭도형과 점대칭도형을 이해하고 그릴 수 있다.,"선대칭도형과 점대칭도형을 그리고 그 방법을 설명하며, 실생활에서 찾은 선대칭도형과 점대칭도형의 예에서 수학의 아름다움을 느낀다.","선대칭도형과 점대칭도형을 이해하고 그리며, 그 과정에서 수학의 아름다움을 느낀다.",구체적 조작 활동을 통하여 선대칭도형과 점대칭도형을 찾거나 그릴 수 있다.,,74
[6수03-03],초등 5~6학년군,수학,도형과 측정,"직육면체와 정육면체를 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.","실생활에서 직육면체와 정육면체를 찾고, 구성 요소와 여러 가지 성질을 탐구하고 설명할 수 있다.","직육면체와 정육면체에서 면, 모서리, 꼭짓점을 찾고, 성질을 설명할 수 있다.","구체적 조작 활동을 통하여 직육면체와 정육면체에서 면, 모서리, 꼭짓점을 찾을 수 있다.",,74
[6수03-04],초등 5~6학년군,수학,도형과 측정,직육면체와 정육면체의 겨냥도와 전개도를 그릴 수 있다.,"직육면체와 정육면체의 겨냥도와 전개도를 그리고, 구성 요소와 성질을 이용하여 그 방법을 설명할 수 있다.","직육면체와 정육면체의 겨냥도와 전개도를 그리고, 구체적 조작 활동을 통하여 전개도가 될 수 있는 것과 될 수 없는 것을 구별할 수 있다.",일부가 주어진 직육면체와 정육면체의 겨냥도와 전개도를 완성할 수 있다.,,74
[6수03-05],초등 5~6학년군,수학,도형과 측정,"각기둥과 각뿔을 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.","실생활에서 각기둥과 각뿔을 찾고, 구성 요소와 여러 가지 성질을 탐구하고 설명할 수 있다.","각기둥과 각뿔에서 면, 모서리, 꼭짓점을 찾고, 성질을 설명할 수 있다.","구체적 조작 활동을 통하여 각기둥과 각뿔에서 면, 모서리, 꼭짓점을 찾을 수 있다.",,75
[6수03-06],초등 5~6학년군,수학,도형과 측정,각기둥의 전개도를 그릴 수 있다.,"각기둥의 전개도를 그리고, 구성 요소와 성질을 이용하여 그 방법을 설명할 수 있다.","각기둥의 전개도를 그리고, 전개도가 될 수 있는 것과 될 수 없는 것을 구별할 수 있다.",일부가 주어진 각기둥의 전개도를 완성할 수 있다.,,75
[6수03-07],초등 5~6학년군,수학,도형과 측정,"원기둥, 원뿔, 구를 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.","실생활에서 원기둥, 원뿔, 구를 찾고, 구성 요소와 여러 가지 성질을 탐구하고 설명할 수 있다.","원기둥, 원뿔, 구에서 구성 요소를 찾고, 성질을 설명할 수 있다.","구체적 조작 활동을 통하여 원기둥, 원뿔, 구에서 구성 요소를 찾을 수 있다.",,75
[6수03-08],초등 5~6학년군,수학,도형과 측정,원기둥의 전개도를 그릴 수 있다.,"원기둥의 전개도를 그리고, 그 방법을 설명할 수 있다.","원기둥의 전개도를 그리고, 전개도가 될 수 있는 것과 될 수 없는 것을 구별할 수 있다.",일부가 주어진 원기둥의 전개도를 완성할 수 있다.,,75
[6수03-09],초등 5~6학년군,수학,도형과 측정,쌓기나무로 만든 입체도형을 보고 사용된 쌓기나무의 개수를 구할 수 있다.,"쌓기나무로 만든 입체도형을 보고, 사용된 쌓기나무의 개수를 여러 가지 방법으로 구하고, 그 방법을 설명할 수 있다.","쌓기나무로 만든 입체도형을 보고, 사용된 쌓기나무의 개수를 구할 수 있다.","안내된 절차에 따라 쌓기나무로 만든 간단한 입체도형을 보고, 사용된 쌓기나무의 개수를 구할 수 있다.",,76
[6수03-10],초등 5~6학년군,수학,도형과 측정,"쌓기나무로 만든 입체도형의 위, 앞, 옆에서 본 모양을 표현할 수 있고, 이러한 표현을 보고 입체도형의 모양을 추측할 수 있다.","쌓기나무로 만든 입체도형의 위, 앞, 옆에서 본 모양을 표현하고, 이러한 표현을 보고 입체도형의 모양을 추론하며, 그 추론 과정을 설명할 수 있다.","쌓기나무로 만든 입체도형의 위, 앞, 옆에서 본 모양을 표현하고, 이러한 표현을 보고 입체도형의 모양을 추론할 수 있다.","안내된 절차에 따라 쌓기나무로 만든 간단한 입체도형의 위, 앞, 옆에서 본 모양을 표현하고, 이러한 표현을 보고 간단한 입체도형의 모양을 추측할 수 있다.",,76
[6수03-11],초등 5~6학년군,수학,도형과 측정,"평면도형의 둘레를 이해하고, 기본적인 평면도형의 둘레를 구할 수 있다.","여러 가지 평면도형의 둘레를 구하고, 그 방법을 설명할 수 있다.","평면도형의 둘레를 알고, 기본적인 평면도형의 둘레를 구할 수 있다.",안내된 절차에 따라 기본적인 평면도형의 둘레를 구할 수 있다.,,76
[6수03-12],초등 5~6학년군,수학,도형과 측정,"넓이 단위 1cm², 1m², 1km²를 알며, 그 관계를 이해한다.","1cm²와 1m², 1m²와 1km²사이의 관계를 설명하고, 실생활 상황에서 적절한 넓이 단위를 사용할 수 있다.","넓이 단위 1cm², 1m², 1km²를 알고, 1cm²와 1m², 1m²와 1km²사이의 관계를 설명할 수 있다.","넓이 단위 1cm², 1m², 1km²를 알고, 1m²가 몇 cm²인지, 1km²가 몇 m²인지를 안다.",,76
[6수03-13],초등 5~6학년군,수학,도형과 측정,"직사각형과 정사각형의 넓이를 구하는 방법을 이해하고, 이를 구할 수 있다.","직사각형과 정사각형의 넓이를 구하는 방법을 설명하고, 이를 이용하여 직사각형과 정사각형의 넓이를 구할 수 있다.","직사각형과 정사각형의 넓이를 구하는 방법을 이해하고, 이를 이용하여 직사각형과 정사각형의 넓이를 구할 수 있다.",안내된 절차에 따라 직사각형과 정사각형의 넓이를 구할 수 있다.,,76
